InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalRevenue
536382,22381,TOY TIDY PINK POLKADOT,50,2001-12-20T10:09:45Z,1.85,16098,United Kingdom,92.5
536382,22798,ANTIQUE GLASS DRESSING TABLE POT,8,2001-12-20T10:09:45Z,2.95,16098,United Kingdom,23.6
536382,22726,ALARM CLOCK BAKELIKE GREEN,4,2001-12-20T10:09:45Z,3.75,16098,United Kingdom,15
536382,22926,IVORY GIANT GARDEN THERMOMETER,12,2001-12-20T10:09:45Z,5.95,16098,United Kingdom,71.4
536382,22839,3 TIER CAKE TIN GREEN AND CREAM,2,2001-12-20T10:09:45Z,14.95,16098,United Kingdom,29.9
536382,22838,3 TIER CAKE TIN RED AND CREAM,2,2001-12-20T10:09:45Z,14.95,16098,United Kingdom,29.9
536382,22783,SET 3 WICKER OVAL BASKETS W LIDS,4,2001-12-20T10:09:45Z,16.95,16098,United Kingdom,67.8
C536383,35004C,SET OF 3 COLOURED  FLYING DUCKS,1,2001-12-20T10:09:49Z,4.65,15311,United Kingdom,4.65
536384,82484,WOOD BLACK BOARD ANT WHITE FINISH,3,2001-12-20T10:09:53Z,6.45,18074,United Kingdom,19.35
536384,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,48,2001-12-20T10:09:53Z,0.65,18074,United Kingdom,31.200000000000003
536384,22464,HANGING METAL HEART LANTERN,12,2001-12-20T10:09:53Z,1.65,18074,United Kingdom,19.799999999999997
536384,21324,HANGING MEDINA LANTERN SMALL,6,2001-12-20T10:09:53Z,2.95,18074,United Kingdom,17.700000000000003
536384,22457,NATURAL SLATE HEART CHALKBOARD,12,2001-12-20T10:09:53Z,2.95,18074,United Kingdom,35.400000000000006
536384,22469,HEART OF WICKER SMALL,40,2001-12-20T10:09:53Z,1.45,18074,United Kingdom,58
536384,22470,HEART OF WICKER LARGE,40,2001-12-20T10:09:53Z,2.55,18074,United Kingdom,102
536384,22224,WHITE LOVEBIRD LANTERN,6,2001-12-20T10:09:53Z,2.95,18074,United Kingdom,17.700000000000003
536384,21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,2,2001-12-20T10:09:53Z,12.75,18074,United Kingdom,25.5
536384,22189,CREAM HEART CARD HOLDER,4,2001-12-20T10:09:53Z,3.95,18074,United Kingdom,15.8
536384,22427,ENAMEL FLOWER JUG CREAM,3,2001-12-20T10:09:53Z,5.95,18074,United Kingdom,17.85
536384,22428,ENAMEL FIRE BUCKET CREAM,6,2001-12-20T10:09:53Z,6.95,18074,United Kingdom,41.7
536384,22424,ENAMEL BREAD BIN CREAM,8,2001-12-20T10:09:53Z,10.95,18074,United Kingdom,87.6
536385,22783,SET 3 WICKER OVAL BASKETS W LIDS,1,2001-12-20T10:09:56Z,19.95,17420,United Kingdom,19.95
536385,22961,JAM MAKING SET PRINTED,12,2001-12-20T10:09:56Z,1.45,17420,United Kingdom,17.4
536385,22663,JUMBO BAG DOLLY GIRL DESIGN,10,2001-12-20T10:09:56Z,1.95,17420,United Kingdom,19.5
536385,85049A,TRADITIONAL CHRISTMAS RIBBONS,12,2001-12-20T10:09:56Z,1.25,17420,United Kingdom,15
536385,22168,ORGANISER WOOD ANTIQUE WHITE,2,2001-12-20T10:09:56Z,8.5,17420,United Kingdom,17
536385,22662,LUNCH BAG DOLLY GIRL DESIGN,10,2001-12-20T10:09:56Z,1.65,17420,United Kingdom,16.5
536386,84880,WHITE WIRE EGG HOLDER,36,2001-12-20T10:09:57Z,4.95,16029,United Kingdom,178.20000000000002
536386,85099C,JUMBO  BAG BAROQUE BLACK WHITE,100,2001-12-20T10:09:57Z,1.65,16029,United Kingdom,165
536386,85099B,JUMBO BAG RED RETROSPOT,100,2001-12-20T10:09:57Z,1.65,16029,United Kingdom,165
536387,79321,CHILLI LIGHTS,192,2001-12-20T10:09:58Z,3.82,16029,United Kingdom,733.4399999999999
536387,22780,LIGHT GARLAND BUTTERFILES PINK,192,2001-12-20T10:09:58Z,3.37,16029,United Kingdom,647.04
536387,22779,WOODEN OWLS LIGHT GARLAND,192,2001-12-20T10:09:58Z,3.37,16029,United Kingdom,647.04
536387,22466,FAIRY TALE COTTAGE NIGHTLIGHT,432,2001-12-20T10:09:58Z,1.45,16029,United Kingdom,626.4
536387,21731,RED TOADSTOOL LED NIGHT LIGHT,432,2001-12-20T10:09:58Z,1.25,16029,United Kingdom,540
536388,21523,DOORMAT FANCY FONT HOME SWEET HOME,2,2001-12-20T10:09:59Z,7.95,16250,United Kingdom,15.9
536388,21363,HOME SMALL WOOD LETTERS,3,2001-12-20T10:09:59Z,4.95,16250,United Kingdom,14.850000000000001
536388,21411,GINGHAM HEART  DOORSTOP RED,3,2001-12-20T10:09:59Z,4.25,16250,United Kingdom,12.75
536388,22318,FIVE HEART HANGING DECORATION,6,2001-12-20T10:09:59Z,2.95,16250,United Kingdom,17.700000000000003
536388,22915,ASSORTED BOTTLE TOP  MAGNETS,12,2001-12-20T10:09:59Z,0.42,16250,United Kingdom,5.04
536388,22922,FRIDGE MAGNETS US DINER ASSORTED,12,2001-12-20T10:09:59Z,0.85,16250,United Kingdom,10.2
536388,22969,HOMEMADE JAM SCENTED CANDLES,12,2001-12-20T10:09:59Z,1.45,16250,United Kingdom,17.4
536388,22923,FRIDGE MAGNETS LES ENFANTS ASSORTED,12,2001-12-20T10:09:59Z,0.85,16250,United Kingdom,10.2
536388,21115,ROSE CARAVAN DOORSTOP,4,2001-12-20T10:09:59Z,6.75,16250,United Kingdom,27
536388,22469,HEART OF WICKER SMALL,12,2001-12-20T10:09:59Z,1.65,16250,United Kingdom,19.799999999999997
536388,22242,5 HOOK HANGER MAGIC TOADSTOOL,12,2001-12-20T10:09:59Z,1.65,16250,United Kingdom,19.799999999999997
536389,22941,CHRISTMAS LIGHTS 10 REINDEER,6,2001-12-20T10:10:03Z,8.5,12431,Australia,51
536389,21622,VINTAGE UNION JACK CUSHION COVER,8,2001-12-20T10:10:03Z,4.95,12431,Australia,39.6
536389,21791,VINTAGE HEADS AND TAILS CARD GAME,12,2001-12-20T10:10:03Z,1.25,12431,Australia,15
536389,35004C,SET OF 3 COLOURED  FLYING DUCKS,6,2001-12-20T10:10:03Z,5.45,12431,Australia,32.7
536389,35004G,SET OF 3 GOLD FLYING DUCKS,4,2001-12-20T10:10:03Z,6.35,12431,Australia,25.4
536389,85014B,RED RETROSPOT UMBRELLA,6,2001-12-20T10:10:03Z,5.95,12431,Australia,35.7
536389,85014A,BLACK/BLUE POLKADOT UMBRELLA,3,2001-12-20T10:10:03Z,5.95,12431,Australia,17.85
536389,22193,RED DINER WALL CLOCK,2,2001-12-20T10:10:03Z,8.5,12431,Australia,17
536389,22727,ALARM CLOCK BAKELIKE RED,4,2001-12-20T10:10:03Z,3.75,12431,Australia,15
536389,22192,BLUE DINER WALL CLOCK,2,2001-12-20T10:10:03Z,8.5,12431,Australia,17
536389,22191,IVORY DINER WALL CLOCK,2,2001-12-20T10:10:03Z,8.5,12431,Australia,17
536389,22195,LARGE HEART MEASURING SPOONS,24,2001-12-20T10:10:03Z,1.65,12431,Australia,39.599999999999994
536389,22196,SMALL HEART MEASURING SPOONS,24,2001-12-20T10:10:03Z,0.85,12431,Australia,20.4
536390,22941,CHRISTMAS LIGHTS 10 REINDEER,2,2001-12-20T10:10:19Z,8.5,17511,United Kingdom,17
536390,22960,JAM MAKING SET WITH JARS,12,2001-12-20T10:10:19Z,3.75,17511,United Kingdom,45
536390,22962,JAM JAR WITH PINK LID,48,2001-12-20T10:10:19Z,0.72,17511,United Kingdom,34.56
536390,22963,JAM JAR WITH GREEN LID,48,2001-12-20T10:10:19Z,0.72,17511,United Kingdom,34.56
536390,22968,ROSE COTTAGE KEEPSAKE BOX,8,2001-12-20T10:10:19Z,8.5,17511,United Kingdom,68
536390,84970S,HANGING HEART ZINC T-LIGHT HOLDER,144,2001-12-20T10:10:19Z,0.64,17511,United Kingdom,92.16
536390,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,40,2001-12-20T10:10:19Z,2.55,17511,United Kingdom,102
536390,20668,DISCO BALL CHRISTMAS DECORATION,288,2001-12-20T10:10:19Z,0.1,17511,United Kingdom,28.8
536390,85123A,WHITE HANGING HEART T-LIGHT HOLDER,64,2001-12-20T10:10:19Z,2.55,17511,United Kingdom,163.2
536390,22197,SMALL POPCORN HOLDER,100,2001-12-20T10:10:19Z,0.72,17511,United Kingdom,72
536390,22198,LARGE POPCORN HOLDER,50,2001-12-20T10:10:19Z,1.45,17511,United Kingdom,72.5
536390,21533,RETROSPOT LARGE MILK JUG,12,2001-12-20T10:10:19Z,4.25,17511,United Kingdom,51
536390,21080,SET/20 RED RETROSPOT PAPER NAPKINS,96,2001-12-20T10:10:19Z,0.64,17511,United Kingdom,61.44
536390,21094,SET/6 RED SPOTTY PAPER PLATES,96,2001-12-20T10:10:19Z,0.64,17511,United Kingdom,61.44
536390,21086,SET/6 RED SPOTTY PAPER CUPS,48,2001-12-20T10:10:19Z,0.65,17511,United Kingdom,31.200000000000003
536390,21786,POLKADOT RAIN HAT,144,2001-12-20T10:10:19Z,0.32,17511,United Kingdom,46.08
536390,22654,DELUXE SEWING KIT,40,2001-12-20T10:10:19Z,4.95,17511,United Kingdom,198
536390,21485,RETROSPOT HEART HOT WATER BOTTLE,24,2001-12-20T10:10:19Z,4.25,17511,United Kingdom,102
536390,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,24,2001-12-20T10:10:19Z,3.39,17511,United Kingdom,81.36
536390,84030E,ENGLISH ROSE HOT WATER BOTTLE,24,2001-12-20T10:10:19Z,3.75,17511,United Kingdom,90
536390,22174,PHOTO CUBE,48,2001-12-20T10:10:19Z,1.48,17511,United Kingdom,71.03999999999999
536390,22969,HOMEMADE JAM SCENTED CANDLES,96,2001-12-20T10:10:19Z,1.25,17511,United Kingdom,120
C536391,22556,PLASTERS IN TIN CIRCUS PARADE,12,2001-12-20T10:10:24Z,1.65,17548,United Kingdom,19.799999999999997
C536391,21984,PACK OF 12 PINK PAISLEY TISSUES,24,2001-12-20T10:10:24Z,0.29,17548,United Kingdom,6.959999999999999
C536391,21983,PACK OF 12 BLUE PAISLEY TISSUES,24,2001-12-20T10:10:24Z,0.29,17548,United Kingdom,6.959999999999999
C536391,21980,PACK OF 12 RED RETROSPOT TISSUES,24,2001-12-20T10:10:24Z,0.29,17548,United Kingdom,6.959999999999999
C536391,21484,CHICK GREY HOT WATER BOTTLE,12,2001-12-20T10:10:24Z,3.45,17548,United Kingdom,41.400000000000006
C536391,22557,PLASTERS IN TIN VINTAGE PAISLEY,12,2001-12-20T10:10:24Z,1.65,17548,United Kingdom,19.799999999999997
C536391,22553,PLASTERS IN TIN SKULLS,24,2001-12-20T10:10:24Z,1.65,17548,United Kingdom,39.599999999999994
536392,22150,3 STRIPEY MICE FELTCRAFT,6,2001-12-20T10:10:29Z,1.95,13705,United Kingdom,11.7
536392,22619,SET OF 6 SOLDIER SKITTLES,4,2001-12-20T10:10:29Z,3.75,13705,United Kingdom,15
536392,21891,TRADITIONAL WOODEN SKIPPING ROPE,12,2001-12-20T10:10:29Z,1.25,13705,United Kingdom,15
536392,21889,WOODEN BOX OF DOMINOES,12,2001-12-20T10:10:29Z,1.25,13705,United Kingdom,15
536392,22827,RUSTIC  SEVENTEEN DRAWER SIDEBOARD,1,2001-12-20T10:10:29Z,165,13705,United Kingdom,165
536392,22127,PARTY CONES CARNIVAL ASSORTED,12,2001-12-20T10:10:29Z,1.25,13705,United Kingdom,15
536392,22128,PARTY CONES CANDY ASSORTED,12,2001-12-20T10:10:29Z,1.25,13705,United Kingdom,15
536392,22502,PICNIC BASKET WICKER SMALL,4,2001-12-20T10:10:29Z,5.95,13705,United Kingdom,23.8
536392,84879,ASSORTED COLOUR BIRD ORNAMENT,16,2001-12-20T10:10:29Z,1.69,13705,United Kingdom,27.04
536392,22338,STAR DECORATION PAINTED ZINC,24,2001-12-20T10:10:29Z,0.65,13705,United Kingdom,15.600000000000001
536393,22180,RETROSPOT LAMP,8,2001-12-20T10:10:37Z,9.95,13747,United Kingdom,79.6
536394,21506,"FANCY FONT BIRTHDAY CARD,",24,2001-12-20T10:10:39Z,0.42,13408,United Kingdom,10.08
536394,22633,HAND WARMER UNION JACK,96,2001-12-20T10:10:39Z,1.85,13408,United Kingdom,177.60000000000002
536394,22866,HAND WARMER SCOTTY DOG DESIGN,96,2001-12-20T10:10:39Z,1.85,13408,United Kingdom,177.60000000000002
536394,22865,HAND WARMER OWL DESIGN,96,2001-12-20T10:10:39Z,1.85,13408,United Kingdom,177.60000000000002
536394,22632,HAND WARMER RED RETROSPOT,96,2001-12-20T10:10:39Z,1.85,13408,United Kingdom,177.60000000000002
536394,21485,RETROSPOT HEART HOT WATER BOTTLE,12,2001-12-20T10:10:39Z,4.95,13408,United Kingdom,59.400000000000006
536394,22349,DOG BOWL CHASING BALL DESIGN,12,2001-12-20T10:10:39Z,3.75,13408,United Kingdom,45
536394,22558,CLOTHES PEGS RETROSPOT PACK 24,48,2001-12-20T10:10:39Z,1.25,13408,United Kingdom,60
